# Vehicle generations, keyed by the make and model corgi-rs decodes.
#
# vPIC does not record generations: NHTSA registers what a vehicle *is*, not
# how the manufacturer markets its redesign cycle. This table supplies them.
#
# Columns: make, model, year_from, year_to, ordinal, code, name
#   year_to  0 means the generation is still current
#   ordinal  0 means the generation has no commonly used number
#   code     the manufacturer's platform or chassis code, blank when there is none
#
# Model years, inclusive, as the VIN encodes them -- not calendar years.
# Boundaries are checked against the VIN body codes of ~627,000 auction lots by
# tools/check_generations.sh; see tools/README.md.
Volkswagen	Golf	2015	2021	7	A7	Mk7
Lexus	GS	1998	2005	2	S160	S160
Lexus	GS	2006	2011	3	S190	S190
Lexus	GS	2013	2020	4	L10	L10
Lexus	LS	1995	2000	2	XF20	XF20
Lexus	LS	2001	2006	3	XF30	XF30
Lexus	LS	2007	2017	4	XF40	XF40
Lexus	LS	2018	2024	5	XF50	XF50
Cadillac	ATS	2013	2018	1	Alpha	1st generation
Acura	TSX	2004	2008	1	CL9	1st generation
Acura	TSX	2009	2014	2	CU2	2nd generation
Nissan	Juke	2011	2017	1	F15	F15
Mercedes-Benz	GLK-Class	2010	2015	1	X204	X204
Chevrolet	Volt	2011	2015	1	Delta II	1st generation
Chevrolet	Volt	2016	2019	2	D2XX	2nd generation
Toyota	C-HR	2018	2022	1	AX10	AX10
Acura	ILX	2013	2022	1	DE	DE
Land Rover	Range Rover Evoque	2012	2019	1	L538	L538
Land Rover	Range Rover Evoque	2020	0	2	L551	L551
Hyundai	Veloster	2012	2017	1	FS	FS
Hyundai	Veloster	2019	2021	2	JS	JS
Mitsubishi	Mirage	2014	2024	6	A00	6th generation
Buick	Verano	2012	2017	1	Delta II	1st generation
Ford	Bronco	1992	1996	5		5th generation
Ford	Bronco	2021	0	6	U725	6th generation
Mercedes-Benz	GLS-Class	2017	2019	1	X166	X166
Mercedes-Benz	GLS-Class	2020	0	2	X167	X167
Buick	Regal	1997	2004	4	W-body	4th generation
Buick	Regal	2011	2017	5	Epsilon II	5th generation
Buick	Regal	2018	2020	6	E2XX	6th generation
Dodge	Avenger	2008	2014	2	JS	2nd generation
Jaguar	F-PACE	2017	0	1	X761	X761
Hyundai	Genesis	2009	2014	1	BH	BH
Hyundai	Genesis	2015	2016	2	DH	DH
Infiniti	QX50	2014	2017	1	J50	J50
Infiniti	QX50	2019	2025	2	P71A	P71A
Cadillac	XTS	2013	2019	1	Epsilon II	1st generation
Infiniti	QX80	2014	2024	1	Y62	Y62
Infiniti	QX80	2025	0	2	Z62	Z62
Jeep	Gladiator	2020	0	1	JT	JT
Nissan	Leaf	2011	2017	1	ZE0	ZE0
Nissan	Leaf	2018	2025	2	ZE1	ZE1
Mitsubishi	Eclipse Cross	2018	0	1	GK	GK
Ford	Mustang Mach-E	2021	0	1	CX727	1st generation
Dodge	Dakota	1987	1996	1		1st generation
Dodge	Dakota	1997	2004	2		2nd generation
Dodge	Dakota	2005	2011	3		3rd generation
Ford	C-Max	2013	2018	2	C344	2nd generation
Land Rover	Discovery Sport	2015	0	1	L550	L550
Lincoln	MKC	2015	2019	1	C520	1st generation
Mazda	CX-50	2023	0	1	KK	KK
Chevrolet	Cobalt	2005	2010	1	Delta	1st generation
Honda	Insight	2000	2006	1	ZE1	1st generation
Honda	Insight	2010	2014	2	ZE2	2nd generation
Honda	Insight	2019	2022	3	ZE4	3rd generation
Nissan	Xterra	2000	2004	1	WD22	WD22
Nissan	Xterra	2005	2015	2	N50	N50
Buick	Lucerne	2006	2011	1	H-body	1st generation
Lincoln	Navigator	1998	2002	1	UN173	1st generation
Lincoln	Navigator	2003	2006	2	U228	2nd generation
Lincoln	Navigator	2007	2017	3	U326	3rd generation
Lincoln	Navigator	2018	0	4	U554	4th generation
Honda	Passport	1994	2002	1	UA	1st generation
Honda	Passport	2019	0	2	YF7	2nd generation
Fiat	500	2012	2019	2	312	2nd generation
Mercedes-Benz	M-Class	1998	2005	1	W163	W163
Mercedes-Benz	M-Class	2006	2011	2	W164	W164
Mercedes-Benz	ML-Class	2012	2015	3	W166	W166
Honda	Element	2003	2011	1	YH2	1st generation
Mitsubishi	Lancer	2002	2007	8	CS	8th generation
Mitsubishi	Lancer	2008	2017	9	CY	9th generation
Chevrolet	Avalanche	2002	2006	1	GMT800	GMT800
Chevrolet	Avalanche	2007	2013	2	GMT900	GMT900
Infiniti	G35	2003	2007	1	V35	V35
Infiniti	G37	2008	2013	2	V36	V36
Mazda	MX-5	1990	1997	1	NA	NA
Mazda	MX-5	1999	2005	2	NB	NB
Mazda	MX-5	2006	2015	3	NC	NC
Mazda	MX-5	2016	0	4	ND	ND
Hyundai	Ioniq	2017	2022	1	AE	AE
Chevrolet	Bolt EV	2017	2023	1	BEV2	1st generation
Kia	Stinger	2018	2023	1	CK	CK
Hyundai	Santa Cruz	2022	0	1	NX4	NX4
Alfa Romeo	Stelvio	2018	0	1	949	949
Chevrolet	HHR	2006	2011	1	Delta	1st generation
Acura	Integra	1994	2001	3	DC	3rd generation
Acura	Integra	2023	0	5	DE4	5th generation
Mercury	Grand Marquis	1998	2011	3	Panther	3rd generation
Pontiac	Vibe	2003	2008	1	E130	1st generation
Pontiac	Vibe	2009	2010	2	E140	2nd generation
Lexus	CT	2011	2017	1	ZWA10	ZWA10
Cadillac	XT4	2019	0	1	E2XX	1st generation
Toyota	Venza	2009	2016	1	AV10	1st generation
Toyota	Venza	2021	2024	2	AXUH	2nd generation
Chevrolet	Blazer	1995	2005	2	GMT330	2nd generation
Chevrolet	Blazer	2019	0	3	C1XX	3rd generation
Chevrolet	Trailblazer	2002	2009	1	GMT360	1st generation
Chevrolet	Trailblazer	2021	0	2	VSS-F	2nd generation
Jeep	Grand Cherokee L	2021	0	1	WL	WL
Land Rover	Range Rover	2003	2012	3	L322	L322
Land Rover	Range Rover	2013	2021	4	L405	L405
Land Rover	Range Rover	2022	0	5	L460	L460
Land Rover	Range Rover Sport	2006	2013	1	L320	L320
Land Rover	Range Rover Sport	2014	2022	2	L494	L494
Land Rover	Range Rover Sport	2023	0	3	L461	L461
Land Rover	Range Rover Velar	2018	0	1	L560	L560
Kia	Niro	2017	2022	1	DE	DE
Kia	Niro	2023	0	2	SG2	SG2
Kia	Seltos	2021	0	1	SP2	SP2
Kia	EV6	2022	0	1	CV	CV
Hyundai	Ioniq 5	2022	0	1	NE	NE
Mercedes-Benz	GLA-Class	2015	2020	1	X156	X156
Mercedes-Benz	GLA-Class	2021	0	2	H247	H247
Mercedes-Benz	GLB-Class	2020	0	1	X247	X247
Mercedes-Benz	GL-Class	2007	2012	1	X164	X164
Mercedes-Benz	GL-Class	2013	2016	2	X166	X166
Audi	Q3	2015	2018	1	8U	8U
Audi	Q3	2019	0	2	F3	F3
Audi	A5	2008	2017	1	8T	8T
Audi	A5	2018	0	2	F5	F5
Buick	Envision	2016	2020	1	C1XX	1st generation
Buick	Envision	2021	0	2	E2XX	2nd generation
Toyota	Prius C	2012	2019	1	NHP10	NHP10
Toyota	Prius V	2012	2017	1	ZVW40	ZVW40
Chevrolet	Spark	2013	2022	1	M300	1st generation
Nissan	NV200	2013	2021	1	M20	M20
Nissan	Versa Note	2014	2019	1	E12	E12
Ford	Ecosport	2018	2022	1	BK	BK
Toyota	Corolla Cross	2022	0	1	XG10	XG10
Mitsubishi	Mirage G4	2017	2024	1	A10	A10
Lincoln	Nautilus	2019	2023	1	CD4	1st generation
Lincoln	Nautilus	2024	0	2	CD6	2nd generation
Cadillac	Escalade ESV	2002	2006	2	GMT800	GMT800
Toyota	Grand Highlander	2024	0	1	XU80	XU80
Mazda	CX-90	2024	0	1	KK	KK
Ford	Transit	2015	0	4	V363	4th generation
Dodge	Ram	1994	2001	2	BR/BE	2nd generation
Dodge	Ram	2002	2008	3	DR/DH	3rd generation
Dodge	Ram	2009	2012	4	DS	4th generation
Dodge	Journey	2009	2020	1	JC	1st generation
Chevrolet	Express	1996	0	1	GMT600	1st generation
GMC	Savana	1996	0	1	GMT600	1st generation
Hyundai	Santa Fe Sport	2013	2018	1	DM	DM
Nissan	Rogue Sport	2017	2022	1	J11	J11
Kia	K4	2025	0	1	CL4	CL4
Ram	ProMaster 1500	2014	0	1	VF	VF
Ram	ProMaster 2500	2014	0	1	VF	VF
Ram	ProMaster 3500	2014	0	1	VF	VF
Ram	Promaster City	2015	2022	1	327	327
Chevrolet	Silverado HD	2015	2019	1	K2XX HD	K2XX HD
Chevrolet	Silverado HD	2020	0	2	T1XX HD	T1XX HD
GMC	Sierra HD	2015	2019	1	K2XX HD	K2XX HD
GMC	Sierra HD	2020	0	2	T1XX HD	T1XX HD
Toyota	Corolla Matrix	2003	2008	1	E130	E130
Toyota	Corolla Matrix	2009	2013	2	E140	E140
Ford	Expedition MAX	2007	2017	3	U324	3rd generation
Ford	Expedition MAX	2018	0	4	U553	4th generation
Hyundai	Venue	2020	0	1	QX	QX
Subaru	XV CrossTrek	2013	2015	1	GP	GP
Volkswagen	Taos	2022	0	1	CL	CL
Toyota	Scion tC	2005	2010	1	AT10	AT10
Toyota	Scion tC	2011	2016	2	AGT20	AGT20
Toyota	Scion xB	2004	2006	1	NCP30	NCP30
Toyota	Scion xB	2008	2015	2	AZE151	AZE151
Nissan	Kicks MPV	2025	0	2	P16	P16
Toyota	Prius Prime (PHEV)	2017	2022	1	XW50	XW50
Toyota	Prius Prime (PHEV)	2023	0	2	XW60	XW60
Nissan	NV	2012	2021	1	F80	F80
Ford	E-250	1992	2014	4	VN	4th generation
Ford	E-350	1992	2024	4	VN	4th generation
Buick	Envista	2024	0	1	VSS-F	1st generation
Chevrolet	Cruze Limited	2016	2016	1	J300	1st generation
Dodge	Caravan/Grand Caravan	1996	2000	3	NS	3rd generation
Dodge	Caravan/Grand Caravan	2001	2008	4	RS	4th generation
Volkswagen	Atlas Cross Sport	2020	0	1	MQB	1st generation
Chevrolet	Impala Limited	2014	2016	9	W-body	9th generation
BMW	X6	2008	2014	1	E71	E71
BMW	X6	2015	2019	2	F16	F16
BMW	X6	2020	0	3	G06	G06
BMW	X4	2015	2018	1	F26	F26
BMW	X4	2019	0	2	G02	G02
Volkswagen	Golf GTI	2015	2021	7	A7	Mk7
Volkswagen	Golf GTI	2022	0	8	A8	Mk8
Volkswagen	GTI	2000	2005	4	A4	Mk4
Volkswagen	GTI	2006	2009	5	A5	Mk5
Volkswagen	GTI	2010	2014	6	A6	Mk6
Volkswagen	GTI	2015	2021	7	A7	Mk7
Volkswagen	GTI	2022	0	8	A8	Mk8
Toyota	Camry Solara	1999	2003	1	XV20	XV20
Toyota	Camry Solara	2004	2008	2	XV30	XV30
Alfa Romeo	Giulia (952)	2017	0	1	952	952
Volvo	XC40	2019	0	1	CMA	1st generation
Pontiac	G6	2005	2010	1	Epsilon	1st generation
Porsche	Panamera	2010	2016	1	970	970
Porsche	Panamera	2017	2023	2	971	971
Porsche	Panamera	2024	0	3	972	972
Mercedes-Benz	A-Class	2019	2022	1	W177	W177
Mazda	CX-3	2016	2022	1	DK	DK
Lincoln	Corsair	2020	0	1	CX483	1st generation
Maserati	Ghibli	2014	2024	3	M157	3rd generation
Mercedes-Benz	CLS-Class	2006	2011	1	W219	W219
Mercedes-Benz	CLS-Class	2012	2018	2	W218	W218
Mercedes-Benz	CLS-Class	2019	2023	3	C257	C257
GMC	Envoy	2002	2009	1	GMT360	1st generation
Lincoln	Town Car	1998	2011	3	Panther	3rd generation
Land Rover	Discovery	1999	2004	2	Series II	Series II
Land Rover	Discovery	2005	2016	3	L319	L319 (LR3/LR4)
Land Rover	Discovery	2017	2024	4	L462	L462
Genesis	G70	2019	0	1	IK	IK
Genesis	G80	2017	2020	1	DH	DH
Genesis	G80	2021	0	2	RG3	RG3
Chevrolet	S-10 Pickup	1994	2004	2	GMT325	2nd generation
Infiniti	Q60	2014	2015	1	V36	V36
Infiniti	Q60	2017	2022	2	CV37	CV37
Audi	S5	2008	2017	1	8T	8T
Audi	S5	2018	0	2	F5	F5
Audi	A7	2012	2018	1	4G	4G
Audi	A7	2019	0	2	4K	4K
Toyota	FJ Cruiser	2007	2014	1	XJ10	XJ10
Cadillac	XT6	2020	0	1	C1XX	1st generation
Buick	LeSabre	1992	1999	7	H-body	7th generation
Buick	LeSabre	2000	2005	8	H-body	8th generation
Ford	Explorer Sport Trac	2001	2005	1	U152	1st generation
Ford	Explorer Sport Trac	2007	2010	2	U251	2nd generation
Mazda	Mazda5	2006	2010	1	CR	CR
Mazda	Mazda5	2012	2015	2	CW	CW
Lincoln	Aviator	2003	2005	1	U152	1st generation
Lincoln	Aviator	2020	0	2	CD6	2nd generation
BMW	328i	1996	1999	1	E36	E36
BMW	328i	2000	2006	2	E46	E46
BMW	328i	2007	2011	3	E90	E90
BMW	328i	2012	2016	4	F30	F30
BMW	330i	2001	2006	1	E46	E46
BMW	330i	2007	2013	2	E90	E90
BMW	330i	2019	0	3	G20	G20
BMW	320i	2013	2018	1	F30	F30
BMW	335i	2007	2011	1	E90	E90
BMW	335i	2012	2016	2	F30	F30
BMW	528i	1998	2003	1	E39	E39
BMW	528i	2008	2010	2	E60	E60
BMW	528i	2011	2016	3	F10	F10
BMW	530i	2001	2003	1	E39	E39
BMW	530i	2004	2007	2	E60	E60
BMW	530i	2017	0	3	G30	G30
BMW	535i	1991	1993	1	E34	E34
BMW	535i	2008	2010	2	E60	E60
BMW	535i	2011	2017	3	F10	F10
BMW	540i	1995	2003	1	E39	E39
BMW	540i	2017	0	2	G30	G30
BMW	428i	2014	2016	1	F32	F32
BMW	430i	2017	2020	1	F32	F32
BMW	430i	2021	0	2	G22	G22
BMW	330i	2017	2018	4	F30	F30
Volkswagen	Touareg	2004	2010	1	7L	7L
Volkswagen	Touareg	2011	2017	2	7P	7P
Chevrolet	Malibu Limited	2016	2016	8	Epsilon II	8th generation
Chevrolet	Silverado LTD	2022	2022	3	K2XX	K2XX
Audi	SQ5	2014	2017	1	8R	8R
Audi	SQ5	2018	0	2	FY	FY
Jaguar	XF	2009	2015	1	X250	X250
Jaguar	XF	2016	0	2	X260	X260
Volkswagen	Jetta SportWagen	2009	2014	5	A5	Mk5
Infiniti	QX56	2004	2010	1	JA60	JA60
Infiniti	QX56	2011	2013	2	Y62	Y62
Genesis	GV70	2022	0	1	JK1	JK1
Genesis	GV80	2021	0	1	JX1	JX1
Cadillac	Escalade ESV	2007	2014	3	GMT900	GMT900
Cadillac	Escalade ESV	2015	2020	4	K2XX	K2XX
Cadillac	Escalade ESV	2021	0	5	T1XX	T1XX
Volkswagen	ID.4	2021	0	1	MEB	1st generation
Saturn	Vue	2002	2007	1	Theta	1st generation
Saturn	Vue	2008	2010	2	Theta	2nd generation
Hyundai	Genesis Coupe	2010	2016	1	BK	BK
Chrysler	PT Cruiser	2001	2010	1	PT	PT
# BMW names its models after the engine variant, so a generation entry is
# needed per variant. The generation itself is the chassis code of the series.
BMW	318i	1992	1998	1	E36	E36
BMW	318iS	1992	1998	1	E36	E36
BMW	318iC	1994	1999	1	E36	E36
BMW	323i	1999	2000	1	E46	E46
BMW	325/325eS	1984	1991	1	E30	E30
BMW	325ix	1988	1991	1	E30	E30
BMW	325iC	1987	1993	1	E30	E30
BMW	325iC	1994	1995	2	E36	E36
BMW	325i	2001	2006	1	E46	E46
BMW	325Ci	1999	2006	1	E46	E46
BMW	325xi	2001	2006	1	E46	E46
BMW	328iC	1996	1999	1	E36	E36
BMW	328iS	1996	1999	1	E36	E36
BMW	328Ci	1999	2000	1	E46	E46
BMW	328xi	2007	2008	1	E90	E90
BMW	328d	2014	2018	1	F30	F30
BMW	330Ci	2001	2006	1	E46	E46
BMW	330xi	2001	2006	1	E46	E46
BMW	335	2014	2014	1	F30	F30
BMW	335xi	2007	2008	1	E90	E90
BMW	335d	2009	2011	1	E90	E90
BMW	335is	2011	2013	1	E92	E92
BMW	340i	2016	2018	1	F30	F30
BMW	340i	2019	2024	2	G20	G20
BMW	M340i	2020	0	1	G20	G20
BMW	M3	2001	2006	1	E46	E46
BMW	M3	2008	2013	2	E90/E92	E90/E92
BMW	M3	2015	2020	3	F80	F80
BMW	M3	2021	0	4	G80	G80
BMW	M3Ci	2001	2006	1	E46	E46
BMW	128i	2008	2013	1	E82	E82
BMW	135i	2008	2013	1	E82	E82
BMW	228i	2014	2021	1	F22	F22
BMW	228i	2022	0	2	G42	G42
BMW	228	2026	0	2	G42	G42
BMW	230i	2017	2021	1	F22	F22
BMW	230i	2022	0	2	G42	G42
BMW	M235i	2014	2016	1	F22	F22
BMW	M235i	2020	0	2	F44	F44
BMW	M235	2025	0	2	F44	F44
BMW	M240i	2017	2021	1	F22	F22
BMW	M240i	2022	0	2	G42	G42
BMW	M2	2016	2021	1	F87	F87
BMW	M2	2023	0	2	G87	G87
BMW	435i	2014	2016	1	F32	F32
BMW	440i	2017	2020	1	F32	F32
BMW	M440i	2021	0	1	G22	G22
BMW	M4	2015	2020	1	F82	F82
BMW	M4	2021	0	2	G82	G82
BMW	525i	1989	1995	1	E34	E34
BMW	525i	1997	2003	2	E39	E39
BMW	525i	2004	2007	3	E60	E60
BMW	525iA	1997	2003	2	E39	E39
BMW	525xi	2006	2007	3	E60	E60
BMW	528e	1984	1988	1	E28	E28
BMW	528xi	2008	2010	1	E60	E60
BMW	528xi	2011	2016	2	F10	F10
BMW	530iA	1997	2003	1	E39	E39
BMW	530xi	2006	2007	1	E60	E60
BMW	530e	2018	2023	1	G30	G30
BMW	535xi	2008	2010	1	E60	E60
BMW	535d	2014	2016	1	F10	F10
BMW	540iA	1997	2003	1	E39	E39
BMW	540d	2017	2023	1	G30	G30
BMW	545i	2004	2005	1	E60	E60
BMW	550i	2006	2010	1	E60	E60
BMW	550i	2011	2016	2	F10	F10
BMW	550i	2017	2019	3	G30	G30
BMW	550e	2024	0	1	G60	G60
BMW	M550i	2018	2023	1	G30	G30
BMW	M5	2000	2003	1	E39	E39
BMW	M5	2006	2010	2	E60	E60
BMW	M5	2013	2016	3	F10	F10
BMW	M5	2018	2023	4	F90	F90
BMW	M5	2025	0	5	G90	G90
BMW	i5	2024	0	1	G60	G60
BMW	ActiveHybrid 5	2012	2013	1	F10	F10
BMW	633 csi	1983	1989	1	E24	E24
BMW	645Ci	2004	2005	1	E63	E63
BMW	645i	2004	2005	1	E63	E63
BMW	650i	2006	2010	1	E63	E63
BMW	650i	2012	2019	2	F12/F13	F12/F13
BMW	650xi	2012	2019	2	F12/F13	F12/F13
BMW	650i, Alpina B6	2012	2016	2	F12/F13	F12/F13 (Alpina B6)
BMW	650i, B6	2017	2019	2	F12/F13	F12/F13 (Alpina B6)
BMW	640i	2012	2019	1	F12/F13	F12/F13
BMW	640xi	2012	2019	1	F12/F13	F12/F13
BMW	M6	2006	2010	1	E63	E63
BMW	M6	2012	2017	2	F12/F13	F12/F13
BMW	735i	1988	1994	1	E32	E32
BMW	735iL	1988	1994	1	E32	E32
BMW	740i	1993	2001	1	E38	E38
BMW	740i	2002	2008	2	E65	E65
BMW	740i	2011	2015	3	F01	F01
BMW	740i	2016	2022	4	G11	G11
BMW	740i	2023	0	5	G70	G70
BMW	740iL	1995	2001	1	E38	E38
BMW	740Li	2011	2015	1	F01	F01
BMW	740Li	2016	2022	2	G11	G11
BMW	740e	2017	2019	1	G11	G11
BMW	745i	2002	2005	1	E65	E65
BMW	745Li	2002	2005	1	E65	E65
BMW	745e	2020	2022	1	G11	G11
BMW	745Le	2020	2022	1	G11	G11
BMW	750i	2006	2008	1	E65	E65
BMW	750i	2009	2015	2	F01	F01
BMW	750i	2016	2022	3	G11	G11
BMW	750i, Alpina B7	2012	2015	2	F01	F01 (Alpina B7)
BMW	750i, B7	2016	2022	3	G11	G11 (Alpina B7)
BMW	750Li	2006	2008	1	E65	E65
BMW	750Li	2009	2015	2	F01	F01
BMW	750Li	2016	2022	3	G11	G11
BMW	750Li, Alpina B7	2012	2015	2	F01	F01 (Alpina B7)
BMW	750xi	2009	2015	1	F01	F01
BMW	750Lxi	2009	2015	1	F01	F01
BMW	750xi, Alpina B7	2012	2015	1	F01	F01 (Alpina B7)
BMW	750Lxi, Alpina B7	2012	2015	1	F01	F01 (Alpina B7)
BMW	750e	2023	0	1	G70	G70
BMW	760i	2023	0	1	G70	G70
BMW	760Li	2003	2008	1	E65	E65
BMW	M760i	2017	2022	1	G11	G11
BMW	B7	2016	2022	1	G11	G11 (Alpina B7)
BMW	i7	2023	0	1	G70	G70
BMW	840i	2019	0	1	G15	G15
BMW	850i	2019	0	1	G15	G15
BMW	M850i	2019	0	1	G15	G15
BMW	M8	2020	0	1	F91/F92	F91/F92
BMW	Z3	1996	2002	1	E36/7	E36/7
BMW	Z4	2003	2008	1	E85	E85
BMW	Z4	2009	2016	2	E89	E89
BMW	Z4	2019	0	3	G29	G29
BMW	Z8	2000	2003	1	E52	E52
BMW	i3	2014	2021	1	I01	I01
BMW	i4	2022	0	1	G26	G26
BMW	i8	2014	2019	1	I12	I12
BMW	iX	2022	0	1	I20	I20
BMW	XM	2023	0	1	G09	G09
BMW	X2	2018	2023	1	F39	F39
BMW	X2	2024	0	2	U10	U10
Audi	S4	2000	2002	1	B5	B5
Audi	S4	2004	2005	2	B6	B6
Audi	S4	2006	2008	3	B7	B7
Audi	S4	2010	2016	4	B8	B8
Audi	S4	2017	0	5	B9	B9
Audi	RS 4	2007	2008	1	B7	B7
Audi	A4 allroad	2013	2016	1	B8	B8
Audi	A4 allroad	2017	0	2	B9	B9
Audi	allroad	2001	2005	1	C5	C5
Audi	A6	1995	1997	0	C4	C4
Audi	A6 allroad	2021	0	1	C8	C8
Audi	S6	2002	2003	1	C5	C5
Audi	S6	2007	2011	2	C6	C6
Audi	S6	2013	2018	3	C7	C7
Audi	S6	2019	0	4	C8	C8
Audi	S7	2013	2018	1	4G	4G
Audi	S7	2019	0	2	4K	4K
Audi	RS 7	2014	2018	1	4G	4G
Audi	RS 7	2021	0	2	4K	4K
Audi	A7 e	2021	0	1	4K	4K
Audi	RS 6 Avant	2021	0	1	C8	C8
Audi	A8	1997	2003	1	D2	D2
Audi	A8	2004	2010	2	D3	D3
Audi	A8	2011	2017	3	D4	D4
Audi	A8	2018	0	4	D5	D5
Audi	A8 L	2011	2017	3	D4	D4
Audi	A8 e	2020	0	4	D5	D5
Audi	A8 L e	2020	0	4	D5	D5
Audi	S8	2001	2003	1	D2	D2
Audi	S8	2007	2009	2	D3	D3
Audi	S8	2013	2017	3	D4	D4
Audi	S8	2020	0	4	D5	D5
Audi	S3	2015	2020	1	8V	8V
Audi	S3	2022	0	2	8Y	8Y
Audi	RS 3	2018	2020	1	8V	8V
Audi	RS 3	2022	0	2	8Y	8Y
Audi	Q8	2019	0	1	4M	4M
Audi	SQ8	2020	0	1	4M	4M
Audi	SQ7	2020	0	1	4M	4M
Audi	RS Q8	2020	0	1	4M	4M
Audi	Q5 e	2020	0	1	FY	FY
Audi	Q4	2022	0	1	MEB	MEB
Audi	SQ6	2025	0	1	PPE	PPE
Audi	Q6	2025	0	1	PPE	PPE
Audi	TT	2000	2006	1	8N	8N
Audi	TT	2008	2015	2	8J	8J
Audi	TT	2016	0	3	8S	8S
Audi	TTS	2009	2015	2	8J	8J
Audi	TT RS	2018	0	3	8S	8S
Audi	R8	2008	2015	1	42	Type 42
Audi	R8	2017	0	2	4S	Type 4S
Audi	e-tron	2019	2023	1	GE	GE
Audi	e-tron Sportback	2020	2023	1	GE	GE
Audi	e-tron GT	2022	0	1	J1	J1
Audi	RS e-tron GT	2022	0	1	J1	J1
Audi	S e-tron GT	2025	0	1	J1	J1
Audi	RS 5	2013	2015	1	8T	8T
Audi	RS 5	2018	0	2	F5	F5
Lexus	UX	2019	0	1	ZA10	ZA10
Lexus	RC	2015	0	1	XC10	XC10
Lexus	LX	1996	1997	1	J80	J80
Lexus	LX	1998	2007	2	J100	J100
Lexus	LX	2008	2021	3	J200	J200
Lexus	LX	2022	0	4	J310	J310
Lexus	TX	2024	0	1	TA10	1st generation
Lexus	SC	1992	2000	1	Z30	Z30
Lexus	SC	2002	2010	2	Z40	Z40
Lexus	HS	2010	2012	1	ANF10	ANF10
Lexus	RZ	2023	0	1	XEB10	1st generation
Lexus	LC	2018	0	1	Z100	Z100
Lexus	LS	1990	1994	1	XF10	XF10
Lexus	ES	1992	1996	2	XV10	XV10
Volvo	XC70	2001	2007	1	P2	P2
Volvo	XC70	2008	2016	2	P3	P3
Volvo	S90	1997	1998	1	960	960-based
Volvo	S90	2017	0	2	SPA	SPA
Volvo	V90	2017	0	1	SPA	SPA
Volvo	V90CC	2017	0	1	SPA	SPA
Volvo	S80	1999	2006	1	P2	P2
Volvo	S80	2007	2016	2	P3	P3
Volvo	V70	2001	2007	2	P2	P2
Volvo	V70	2008	2010	3	P3	P3
Volvo	C70	1998	2004	1	P80	P80
Volvo	C70	2006	2013	2	P1	P1
Volvo	S40	2000	2004	1	P1	1st generation
Volvo	S40	2005	2011	2	P1	2nd generation
Volvo	V50	2005	2011	1	P1	P1
Volvo	C30	2008	2013	1	P1	P1
Volvo	V60	2015	2018	1	P3	P3
Volvo	V60	2019	0	2	SPA	SPA
Volvo	V60CC	2015	2018	1	P3	P3
Volvo	V60CC	2019	0	2	SPA	SPA
Volvo	S60 Cross Country	2016	2018	1	P3	P3
Volvo	C40	2022	2024	1	CMA	CMA
Volvo	EX40	2025	0	1	CMA	CMA
Volvo	EX30	2025	0	1	SEA	SEA
Volvo	EX90	2025	0	1	SPA2	SPA2
Volvo	S70	1998	2000	1	P80	P80
Volvo	850 Series	1993	1997	1	P80	P80
Volvo	240 Series	1975	1993	1	240	240
Volvo	740 Series	1985	1992	1	700	700
Volvo	960 Series	1991	1997	1	900	900
Mercedes-Benz	CLK-Class	1999	2003	1	W208	W208
Mercedes-Benz	CLK-Class	2004	2009	2	W209	W209
Mercedes-Benz	CLE	2024	0	1	C236	C236
Mercedes-Benz	SL-Class	1990	2002	1	R129	R129
Mercedes-Benz	SL-Class	2003	2012	2	R230	R230
Mercedes-Benz	SL-Class	2013	2020	3	R231	R231
Mercedes-Benz	SL-Class	2022	0	4	R232	R232
Mercedes-Benz	SLK-Class	1998	2004	1	R170	R170
Mercedes-Benz	SLK-Class	2005	2011	2	R171	R171
Mercedes-Benz	SLK-Class	2012	2016	3	R172	R172
Mercedes-Benz	SLC-Class	2017	2020	3	R172	R172
Mercedes-Benz	CL-Class	2000	2006	1	C215	C215
Mercedes-Benz	CL-Class	2007	2014	2	C216	C216
Mercedes-Benz	G-Class	2002	2018	1	W463	W463
Mercedes-Benz	G-Class	2019	0	2	W464	W464
Mercedes-Benz	R-Class	2006	2012	1	W251	W251
Mercedes-Benz	B-Class	2014	2017	1	W242	W242
Mercedes-Benz	Metris	2016	2023	1	W447	W447
Mercedes-Benz	AMG GT	2016	2023	1	C190/X290	C190/X290
Mercedes-Benz	AMG GT	2024	0	2	C192	C192
Mercedes-Benz	EQB-Class	2022	0	1	X243	X243
Mercedes-Benz	EQE-Class Sedan	2023	0	1	V295	V295
Mercedes-Benz	EQE-Class SUV	2023	0	1	X294	X294
Mercedes-Benz	EQS-Class Sedan	2022	0	1	V297	V297
Mercedes-Benz	EQS-Class SUV	2023	0	1	X296	X296
Mercedes-Benz	S-Class	1992	1999	0	W140	W140
Mercedes-Benz	E-Class	1994	1995	0	W124	W124
Mercedes-Benz	190	1984	1993	1	W201	W201
Mercedes-Benz	300	1986	1995	0	W124	W124
Mercedes-Benz	350	1990	1995	0	W140	W140
Mercedes-Benz	380	1981	1985	0	W126	W126
Mercedes-Benz	420	1986	1991	0	W126	W126
Mercedes-Benz	500	1984	1992	0	W126	W126
Mercedes-Benz	560	1986	1991	0	W126	W126
Mercedes-Benz	600	1992	1993	0	W140	W140
Jeep	Wagoneer	2022	0	1	WS	WS
